...1,age,position,detailed_position,nationalTeam.isoCode,national_team,currentTeam.club.name,currentTeam.club.abbr,official_birthday,birth.country.isoCode,birth.country.country,birth.country.demonym,birth.place,name,first_name,last_name,info.shirtNum,name.middle,info.loan,currentTeam.club.source,previousTeam.name,previousTeam.club.name,previousTeam.club.abbr,previousTeam.club.id,previousTeam.teamType,previousTeam.shortName,previousTeam.id,previousTeam.altIds.opta,previousTeam.club.source,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_pull_back,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,assist_attempt_saved,assist_blocked_shot,assist_own_goal,assist_penalty_won,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_bx_left,att_bx_right,att_cmiss_high,att_cmiss_high_left,att_cmiss_high_right,att_cmiss_left,att_cmiss_right,att_corner,att_fastbreak,att_goal_high_centre,att_goal_high_left,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_post,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_lg_centre,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obp_goal,att_obx_centre,att_one_on_one,att_openplay,att_post_high,att_post_left,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,fifty_fifty,final_third_entries,formation_place,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,goal_fastbreak,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,own_goals,passes_left,passes_right,penalty_won,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,post_scoring_att,put_through,rightside_pass,shield_ball_oop,shot_fastbreak,shot_off_target,six_yard_block,successful_fifty_fifty,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,corner_taken,total_corners_intobox,accurate_goal_kicks,blocked_cross,effective_blocked_cross,error_lead_to_goal,error_lead_to_shot,goal_kicks,penalty_conceded,accurate_keeper_sweeper,accurate_keeper_throws,att_assist_setplay,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,good_high_claim,keeper_pick_up,keeper_throws,last_man_tackle,penalty_faced,penalty_save,punches,red_card,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,accurate_corners_intobox,accurate_freekick_cross,foul_throw_in,freekick_cross,goal_assist_deadball,goal_assist_setplay,clearance_off_line,assist_pass_lost,att_freekick_goal,att_freekick_target,att_freekick_total,att_lg_right,att_obox_post,att_obxd_left,att_obx_left,att_obx_right,att_post_right,second_goal_assist,assist_post,att_lg_left,att_pen_goal,att_pen_post,dangerous_play,att_freekick_miss,att_freekick_post,att_obxd_right,assist_handball_won,assist_free_kick_won,second_yellow,att_pen_target,att_pen_miss,back_pass,rescinded_red_card
497,19 years 102 days,G,Goalkeeper,GB-ENG,England,Gateshead,GAT,24 April 2003,GB-ENG,England,English,NA,Filip Marschall,Filip,Marschall,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,26 years 242 days,F,Left/Centre/Right Striker,FR,France,NA,NA,5 December 1995,FR,France,French,Massy,Anthony Martial,Anthony,Martial,22,NA,TRUE,NA,Sevilla,Sevilla,SEV,108,FIRST,Sevilla,108,t179,NA,768,49,27,26,50,2668,2,231,55,3409,8,14,34,267,150,175,NA,NA,NA,7,59,941,582,155,63,149,111,64,14,6,0,1,14,10,7,12,3,3,7,8,14,21,5,11,NA,7,23,49,51,57,2,61,11,25,70,NA,16,5,15,23,24,32,5,26,29,NA,95,10,286,1,2,40,58,218,10,12,6,4,38,11,19,1085,413,39,36,33,259,81,74,20,129,70,328,44,1068,726,59,35,65,293,331,86,140,910,133,56,129,114,15,51,26,20,25,4,13,38,212,5,30,2,30,685,146,98,40,14,11728,1,54,122,146,4169,10,69,NA,1220,336,8,372,11,2060,2054,67,138,208,5,259,1564,4,12,88,7,36,1748,3335,93,69,177,875,97,65,574,210,200,474130.4727172851,12,2317,167,3579,8,254,83,66,4244,17,315,67,42,79,31,36,6831,692,343,343,211,0,91,293,131,67,8,14,10,NA,7,7,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,3,NA,NA,NA,2,2,NA,NA,2,NA,0,NA,NA,NA,1,4,NA,1,NA,NA,NA
499,36 years 194 days,G,Goalkeeper,GB-ENG,England,NA,NA,22 January 1986,GB-ENG,England,English,NA,David Martin,David,Martin,25,NA,NA,NA,West Ham United,West Ham United,WHU,25,FIRST,West Ham,25,t21,NA,12,NA,NA,NA,NA,33,14,NA,40,45,NA,NA,NA,1,1,5,NA,NA,NA,NA,NA,48,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,2,NA,NA,20,0,NA,NA,106,4,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,91,33,3,2,435,NA,NA,NA,NA,36,NA,NA,NA,10,11,NA,0,NA,68,68,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,9,13,NA,NA,NA,20,3,2,NA,NA,NA,NA,NA,20,NA,91,45,NA,105,NA,111,NA,NA,NA,1,NA,NA,NA,143,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,20,NA,NA,1,NA,44,NA,NA,11,NA,NA,NA,3,4,1,1,27,12,NA,NA,NA,1,NA,12,3,15,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,29 years 336 days,G,Goalkeeper,AR,Argentina,Aston Villa,AVL,2 September 1992,AR,Argentina,NA,Mar de Plata,Emiliano Martínez,Emiliano,Martínez,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1303,205,NA,NA,NA,307,119,NA,499,1610,NA,NA,NA,3,21,89,NA,NA,NA,NA,1,725,428,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,771,NA,NA,NA,1,NA,3,32,NA,NA,NA,14,7,36,27,3,3,401,3,NA,2,1488,87,NA,110,93,17,NA,NA,NA,NA,NA,1,3,4,NA,2,2,2,555,977,309,38,51,7911,0,NA,2,NA,1322,NA,NA,NA,306,181,NA,11,11,857,857,0,67,2,NA,1,397,0,NA,NA,NA,1,106,993,NA,0,2,1465,420,27,NA,NA,NA,8104.64697265625,NA,401,0,975,398,NA,1317,NA,2440,NA,NA,NA,2,4,NA,NA,3323,NA,1,1,12,0,37,NA,1,4,7,NA,NA,423,NA,NA,2,2,628,1,26,404,NA,3,10,62,157,15,90,612,417,NA,14,2,9,NA,165,112,280,20,8,97,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,28 years 270 days,D,Left Full Back,CD,DR Congo,Besiktas,BKT,7 November 1993,FR,France,French,NA,Arthur Masuaku,Arthur,Masuaku,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1234,64,44,44,8,1557,26,23,146,2747,2,2,444,90,97,105,NA,NA,NA,NA,59,705,445,7,23,47,NA,6,NA,NA,NA,NA,1,0,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,3,1,8,32,1,3,4,1,2,6,4,1,15,5,NA,22,NA,22,NA,NA,NA,NA,NA,2,1,NA,NA,3,1,3,598,564,10,1,NA,221,7,120,17,172,83,122,26,530,624,169,85,42,421,15,9,90,1274,79,1,127,105,22,1,9,9,9,NA,2,86,182,0,119,14,119,271,467,271,41,50,7185,30,20,38,9,3279,15,23,NA,1277,70,NA,254,10,1318,1317,31,373,160,0,221,1185,11,NA,16,0,23,709,2703,93,47,58,1442,146,170,327,256,256,460216.2124633789,NA,916,25,2142,141,25,327,3,3328,10,32,20,26,247,4,577,5696,84,113,113,66,1,38,215,50,151,15,1,NA,NA,48,48,1,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,0,1,NA,NA,NA,NA,0,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
502,19 years 257 days,M,Midfielder,GB-ENG,England,NA,NA,20 November 2002,GB-ENG,England,English,NA,Tawanda Maswanhise,Tawanda,Maswanhise,65,Jethro,NA,NA,Leicester City,Leicester City,LEI,26,FIRST,Leicester,26,t13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,34 years 98 days,M,Left/Centre/Right Attacking Midfielder,ES,Spain,NA,NA,28 April 1988,ES,Spain,Spanish,Burgos,Juan Mata,Juan,Mata,8,NA,NA,NA,Manchester United,Manchester United,MUN,12,FIRST,Man Utd,12,t1,NA,3127,532,269,135,30,7555,8,738,654,10413,8,49,99,70,23,278,1,NA,NA,3,68,1323,920,38,31,355,131,34,37,8,1,1,19,19,1,2,5,5,4,9,15,15,2,4,NA,2,8,43,40,80,3,58,43,75,312,NA,32,14,4,32,40,59,12,42,28,NA,146,4,282,1,3,7,9,52,10,7,4,2,37,22,15,2736,1131,70,29,26,219,102,250,26,298,199,345,67,916,637,59,6,26,1320,762,67,137,2619,220,52,198,174,24,41,54,46,37,NA,9,7,133,11,136,4,121,3921,694,537,66,10,18889,NA,198,319,138,8412,4,28,1,2000,2333,5,1164,14,3136,3128,124,416,591,10,219,2597,3,2,132,8,8,4255,7424,74,12,518,3357,956,67,302,1118,635,639488.2687988281,11,5266,76,9634,60,766,895,106,11873,18,372,132,58,203,92,103,15310,287,258,258,234,2,145,178,148,143,19,552,484,NA,20,20,1,2,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,135,36,NA,135,12,17,NA,1,8,10,49,NA,7,NA,NA,1,6,8,NA,NA,3,NA,3,12,5,1,NA,NA,1,NA,NA,NA,NA
504,25 years 37 days,F,Centre Striker,FR,France,Crystal Palace,CRY,28 June 1997,FR,France,French,Sevran,Jean-Philippe Mateta,Jean-Philippe,Mateta,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,2,2,2,8,113,NA,21,0,185,NA,NA,NA,56,52,29,NA,NA,NA,NA,11,129,66,40,1,7,22,6,4,NA,NA,NA,3,1,4,2,NA,NA,NA,4,NA,2,2,6,NA,4,15,6,6,15,NA,13,2,7,15,NA,2,1,NA,8,4,NA,NA,NA,1,NA,1,NA,32,NA,NA,2,3,11,5,1,1,0,5,4,3,87,35,1,4,3,15,6,17,NA,6,1,28,9,129,82,15,10,65,19,NA,NA,19,59,15,6,18,17,1,4,1,1,1,NA,NA,10,74,NA,4,NA,4,68,11,6,13,2,1365,NA,4,4,20,265,3,1,NA,58,31,NA,10,NA,177,177,12,6,17,NA,15,63,NA,2,15,3,23,60,173,9,38,8,100,3,15,23,7,7,NA,2,104,42,184,2,24,5,18,277,1,41,14,14,9,NA,NA,512,72,38,38,8,2,7,13,11,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,34 years 3 days,M,Centre Central Midfielder,RS,Serbia,Roma,RMA,1 August 1988,YU,Yugoslavia,Yugoslavian,Sabac,Nemanja Matic,Nemanja,Matic,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6085,538,21,21,25,6610,35,127,845,12674,4,14,40,266,390,251,NA,1,1,1,172,1405,1091,15,35,141,25,2,4,6,1,1,2,4,5,1,NA,NA,NA,2,2,2,NA,4,1,5,11,15,3,12,1,12,4,26,123,NA,18,13,1,10,13,34,3,43,21,NA,103,2,104,3,NA,2,2,10,9,2,2,3,16,5,5,1601,1823,17,7,3,438,49,300,78,67,32,246,53,1147,1342,426,272,70,1870,337,19,274,4445,217,6,215,186,29,4,23,12,19,NA,12,274,863,3,390,23,390,4366,1862,1346,48,77,19270,11,58,107,39,14126,81,11,NA,2854,1080,1,323,19,2528,2521,96,728,999,3,438,4067,12,1,58,5,40,3013,12301,226,41,165,6606,927,433,348,102,102,1068243.0126953125,3,3820,63,8014,178,128,1261,14,14518,8,146,38,34,547,33,42,17825,125,206,204,145,0,150,269,46,369,41,3,NA,NA,41,41,1,22,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,1,NA,NA,2,3,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA
506,30 years 361 days,D,Centre Central Defender,CM,Cameroon,Liverpool,LIV,8 August 1991,DE,Germany,German,Bochum,Joel Matip,Joel,Matip,32,Job,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4442,192,0,0,1,2671,37,7,381,7113,NA,5,45,156,365,126,NA,NA,NA,NA,36,561,326,61,2,28,60,1,1,1,1,NA,7,4,36,NA,1,2,1,3,NA,1,5,39,4,6,63,19,8,41,5,12,NA,2,4,NA,9,3,3,15,14,1,NA,3,0,NA,4,NA,9,5,NA,3,3,17,11,1,1,1,6,2,1,543,647,9,7,5,74,20,48,49,2,5,19,30,305,644,467,269,74,849,25,4,75,2803,113,8,95,83,12,1,5,4,3,NA,1,271,723,6,176,27,176,3149,1559,1093,10,54,10171,128,6,27,20,7958,52,4,NA,243,1275,NA,86,3,1101,1094,11,350,286,5,74,1618,13,NA,49,8,49,772,6966,47,9,34,4760,421,474,38,7,7,592840.9697570801,NA,1132,6,3360,241,8,775,1,8113,NA,89,4,12,195,10,45,9520,163,43,43,59,1,86,30,13,137,13,NA,NA,NA,15,15,2,1,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,32 years 328 days,M,Left/Right Winger,GB-SCT,Scotland,Newcastle United,NEW,10 September 1989,GB-ENG,England,English,Gosport,Matt Ritchie,Matthew Thomas,Ritchie,11,Thomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1589,228,246,128,27,2438,31,114,290,3781,3,4,439,246,139,164,1,NA,NA,1,124,1196,664,57,90,122,38,15,21,4,2,1,5,11,6,2,NA,2,1,2,2,4,1,10,NA,4,15,27,8,33,2,14,9,31,177,NA,17,8,5,20,33,60,3,50,28,NA,139,NA,164,NA,3,1,7,30,21,5,NA,1,18,10,8,1160,770,34,7,4,380,87,154,21,265,217,112,44,758,605,226,115,66,784,235,49,184,1824,144,11,211,192,19,7,24,23,12,NA,4,115,356,5,175,11,175,975,678,297,73,58,12809,7,109,130,53,4849,26,9,1,1049,936,1,1069,19,2530,2519,50,370,350,4,380,1083,6,2,87,5,39,1246,3612,164,20,239,1933,543,237,138,962,592,719429.0494384766,2,1896,78,4091,193,121,698,9,5062,6,227,45,20,225,16,548,8546,130,193,189,177,0,47,70,140,149,31,434,376,NA,47,47,1,3,NA,2,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,21,1,110,10,12,3,5,NA,4,18,NA,2,NA,NA,2,1,4,NA,1,1,NA,1,6,NA,1,NA,NA,NA,2,NA,NA,NA
508,26 years 320 days,D,Left Full Back,GB-ENG,England,Newcastle United,NEW,18 September 1995,GB-ENG,England,English,NA,Matt Targett,Matthew Robert,Targett,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1581,270,132,99,2,2355,38,8,315,3804,3,6,981,157,205,142,1,NA,2,1,55,1111,635,23,14,95,7,9,1,NA,0,NA,2,NA,4,NA,NA,NA,NA,2,NA,1,1,1,NA,2,4,7,3,4,NA,10,2,12,34,NA,3,3,1,4,2,6,NA,9,4,NA,19,NA,30,NA,NA,NA,NA,5,1,NA,3,NA,7,1,3,784,616,21,1,NA,252,13,131,34,215,158,42,29,465,622,290,144,141,939,65,19,92,2365,134,3,179,156,23,2,9,8,7,NA,3,150,592,1,227,34,227,252,976,538,59,94,11595,25,64,78,17,4948,42,5,1,1906,61,1,646,11,2033,2021,30,346,240,NA,252,1659,10,NA,13,2,77,1196,3717,96,38,144,1955,572,302,94,519,435,191542.1232910156,1,1754,25,3624,249,8,751,3,5060,11,43,19,8,279,13,1153,8327,123,81,81,93,0,54,46,93,163,17,91,85,0,70,70,1,3,0,2,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,29,1,62,1,2,2,1,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,19 years 110 days,M,Midfielder,GB-SCT,Scotland,Tottenham Hotspur,TOT,16 April 2003,GB-SCT,Scotland,Scottish,NA,Matthew Craig,Matthew,Craig,51,George,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,28 years 175 days,G,Goalkeeper,GB-ENG,England,Crystal Palace,CRY,10 February 1994,GB-ENG,England,English,NA,Remi Matthews,Remi,Matthews,NA,Luke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,22 years 136 days,M,Centre Central Midfielder,GB-ENG,England,Mansfield Town,MAN,21 March 2000,GB-ENG,England,English,Rotherham,Matty Longstaff,Matthew Ben,Longstaff,44,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,20,3,3,1,124,2,5,13,320,NA,NA,NA,9,11,14,NA,NA,NA,NA,6,86,59,2,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,4,1,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,83,62,1,NA,0,15,1,17,2,3,2,8,4,43,32,5,3,11,36,NA,1,9,102,10,2,19,17,2,2,NA,NA,NA,1,1,3,27,1,12,NA,12,94,37,21,8,1,949,1,4,1,2,390,1,1,NA,36,58,NA,12,NA,96,96,4,28,30,1,15,115,NA,1,1,NA,6,46,316,10,1,5,221,43,5,6,6,5,NA,1,78,2,179,9,6,32,NA,394,NA,4,2,4,6,1,1,490,6,5,5,11,0,2,5,NA,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
